,artist,song,artist_followers,release_date,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
1417,Neil Young,Are You Ready For The Country,257990,1976,0.112,0.637,225698,0.528,0.00387,4,0.0679,-11.723,1,0.0319,90.821,4,0.505,45
1418,Elvis Costello,American Without Tears,68415,2003-01-01,0.208,0.665,278200,0.32,7.42e-05,2,0.154,-14.515,1,0.029,83.77,4,0.329,15
1419,Moody Blues,To Share Our Love,183378,1969-04-25,0.379,0.266,174640,0.715,7.42e-06,9,0.678,-8.664,1,0.103,152.636,4,0.57,16
1420,Jimi Hendrix,Purple Haze,1556931,1967-05-12,0.00876,0.533,170813,0.905,0.578,2,0.0698,-5.27,1,0.0754,108.9,4,0.486,68
1421,Ian Hunter,The Ballad Of Little Star,11675,1977,0.867,0.521,152080,0.249,0.000507,2,0.0963,-14.626,1,0.0367,118.758,4,0.657,2
1422,Keith Urban,You Gonna Fly,1455275,2011-02-22,0.0598,0.457,216867,0.846,0.0,4,0.34,-8.547,1,0.0477,177.353,4,0.851,43
1423,Christmas Songs,Christmas Eve,120476,1996-10-15,0.197,0.292,205333,0.567,0.852,4,0.0947,-9.487,0,0.0316,186.405,3,0.156,57
1424,Neil Diamond,I'm Guilty,46,2012-11-15,0.000787,0.718,169356,0.734,0.192,6,0.235,-11.803,0,0.0368,122.807,4,0.822,23
1425,Justin Bieber,Catching Feelings,14533120,2012-01-01,0.356,0.385,234680,0.553,0.0,10,0.444,-6.716,1,0.0457,86.676,4,0.345,45
1426,Status Quo,Neighbour Neighbour,4,2017-11-10,0.594,0.826,125507,0.486,0.0,5,0.104,-12.243,0,0.0617,152.043,4,0.963,0
1427,Korn,Holding All These Lies,1624035,2010-07-09,0.00261,0.503,278173,0.984,0.00116,4,0.422,-4.372,1,0.0703,129.661,4,0.334,31
1428,Red Hot Chili Peppers,Coffee Shop,27032,2009-09-24,0.2,0.489,244987,0.561,4.56e-05,4,0.179,-7.933,1,0.0274,83.457,3,0.238,55
1429,Children,Father's Whiskers,4657,2011-05-20,0.232,0.823,82800,0.726,0.0,8,0.0676,-6.029,1,0.0502,119.712,4,0.961,7
1430,Donna Summer,Once Upon A Time,287063,1985,0.178,0.66,263040,0.82,0.0231,9,0.0605,-6.601,1,0.0298,111.341,4,0.647,61
1431,Styx,This Old Man,615085,2017-05-05,0.677,0.658,221653,0.575,0.253,1,0.0985,-11.493,1,0.0332,149.274,4,0.832,61
1432,Randy Travis,Everything That I Own (Has Got A Dent),230260,2008-07-11,0.142,0.693,210720,0.518,0.0,0,0.0938,-7.801,1,0.0258,129.879,4,0.637,12
1433,Men At Work,No Sign Of Yesterday,200811,1983,0.0486,0.347,393733,0.721,0.000293,0,0.184,-4.052,1,0.0295,136.365,4,0.118,28
1434,Rascal Flatts,All Night to Get There,972850,2010-01-01,0.00377,0.51,200773,0.863,0.0,2,0.12,-5.131,1,0.0499,130.957,4,0.653,27
1435,George Harrison,That's The Way God Planned It,246,2012-01-10,0.0275,0.394,225320,0.706,0.0,5,0.142,-6.914,1,0.0735,148.027,4,0.448,22
1436,Mariah Carey,I've Been Thinking About You,1760,2017-03-31,0.109,0.848,182723,0.504,0.0504,5,0.0982,-8.019,0,0.0414,115.979,4,0.263,46
1437,Kiss,Kissin' Time,1480297,1974-02-18,0.042,0.495,233600,0.858,7.95e-05,6,0.0993,-6.921,1,0.0655,122.999,4,0.923,24
1438,Outkast,"Hold On, Be Strong",806426,1998-09-29,0.51,0.351,71800,0.171,0.859,11,0.113,-23.111,0,0.0399,140.881,4,0.146,37
1439,Sia,Broken Biscuit,4940300,2004,0.76,0.43,294960,0.372,0.00323,5,0.106,-6.961,1,0.0291,134.958,3,0.142,25
1440,Deep Purple,The Coffee Song,53074,2014-12-11,0.91,0.671,196664,0.235,0.0,4,0.171,-10.779,1,0.0388,133.89,4,0.342,52
1441,Nightwish,Beauty Of The Beast,6916,2006-06-06,0.819,0.533,316973,0.233,0.0,2,0.0604,-16.578,1,0.145,124.902,4,0.471,39
1442,Lou Reed,September Song,105844,2017-10-06,0.0478,0.618,220291,0.627,0.0,0,0.09,-6.699,0,0.0416,95.869,4,0.404,71
1443,Steve Miller Band,Baby's House,517734,2017-06-30,0.292,0.379,182657,0.521,0.138,3,0.338,-9.184,1,0.0288,104.895,3,0.0755,41
1444,Chuck Berry,Move It,740012,2005-01-01,0.00275,0.335,244827,0.676,0.0,0,0.141,-4.68,1,0.0301,175.845,4,0.341,60
1445,Billie Holiday,I Hear Music,14344,1995-11-21,0.000565,0.762,425560,0.757,0.301,1,0.0495,-8.459,1,0.0347,126.206,4,0.755,41
1446,Inna,July,3426036,2015-01-20,0.141,0.483,224360,0.974,0.00532,7,0.428,-3.368,1,0.0971,160.065,4,0.562,59
1447,Hank Williams,Blue Eyes Crying In The Rain,443879,1975,0.928,0.626,138600,0.04,0.00178,4,0.11,-19.994,1,0.0405,117.136,4,0.418,51
1448,OneRepublic,Prodigal,91267,2016-09-23,0.28,0.555,236667,0.663,0.0,0,0.107,-5.628,1,0.042,75.976,4,0.319,58
1449,Natalie Cole,5 Minutes Away,30427,2001-06-11,0.51,0.723,195160,0.336,0.00373,10,0.0999,-15.234,1,0.0447,90.0,4,0.448,16
1450,Andy Williams,My Happiness,15871,2017-01-27,0.959,0.408,242387,0.0811,4.38e-05,2,0.133,-14.655,1,0.0402,111.263,5,0.177,58
1451,Wanda Jackson,Little Bitty Tear,12863,1994-01-01,0.892,0.617,125400,0.207,0.387,0,0.117,-15.3,1,0.0485,71.734,4,0.843,18
1452,Tom T. Hall,"Old Dogs, Children And Watermelon Wine",29697,2000-01-01,0.694,0.531,250307,0.476,0.000132,5,0.134,-9.607,1,0.0288,110.858,4,0.665,39
1453,Iggy Pop,I Snub You,400583,1980-02-01,3.92e-05,0.449,190493,0.933,0.367,9,0.261,-8.192,1,0.0407,146.529,4,0.89,9
1454,John Martyn,Certain Surprise,49188,1977,0.289,0.77,233159,0.337,6.34e-05,0,0.0675,-18.107,1,0.0374,112.101,4,0.704,4
1455,W.A.S.P.,U,5861006,2017-11-07,0.353,0.757,232042,0.505,1.17e-06,2,0.0997,-7.932,0,0.196,117.974,4,0.378,65
1456,Matt Redman,Shout To The Lord,67597,1996,0.223,0.389,279507,0.305,0.0,9,0.12,-12.527,1,0.0252,74.921,4,0.263,48
1457,Dolly Parton,Don't Call It Love,1324349,2011-12-20,0.153,0.578,219815,0.743,0.0,0,0.0822,-5.432,0,0.145,141.997,4,0.527,45
1458,King Diamond,Amon Belongs To Them,95127,1989,0.0081,0.397,231960,0.958,0.692,11,0.581,-7.084,0,0.043,100.357,4,0.444,25
1459,Neil Diamond,Listen,10545824,2014-11-24,0.24,0.596,192560,0.73,0.0,9,0.325,-4.091,1,0.151,85.979,4,0.525,62
1460,Owl City,Plant Life,1257590,2011-01-01,0.292,0.431,250813,0.735,2.29e-06,10,0.0801,-6.659,1,0.035,159.781,3,0.484,42
1461,Dewa 19,Kasidah Cinta,16886,2002,0.0503,0.273,262707,0.788,1.45e-06,2,0.107,-6.717,1,0.0478,169.861,4,0.302,28
1462,King Diamond,Blood To Walk,95127,2003,0.00189,0.473,332147,0.943,0.043,9,0.0972,-5.754,1,0.0553,162.126,4,0.635,12
1463,Nick Drake,Northern Sky,235650,1970-01-01,0.548,0.544,223867,0.263,0.779,5,0.13,-18.357,0,0.0354,89.758,4,0.516,48
1464,Aerosmith,Mama Kin,2726369,1973,0.122,0.426,267227,0.751,0.00144,4,0.271,-10.91,1,0.0403,153.359,4,0.889,46
1465,Hillsong United,All Things Are Possible,627772,2010-06-15,0.0908,0.592,274667,0.906,0.0,7,0.974,-5.08,1,0.0846,122.036,4,0.584,20
1466,Wanda Jackson,Memphis Tennessee,442660,1963-01-01,0.803,0.785,131800,0.436,1.06e-06,8,0.145,-8.256,0,0.0412,97.613,4,0.814,31
1467,Janis Joplin,No Reason For Livin',3,2017-01-09,0.00137,0.797,400000,0.59,0.766,6,0.0979,-9.048,1,0.107,123.014,4,0.384,0
1468,Michael Jackson,Just Leave,9874,2017-03-31,0.124,0.685,235200,0.499,1.72e-05,5,0.157,-7.232,0,0.402,149.851,4,0.678,48
1469,Journey,To Whom It May Concern,591339,2011-02-01,0.912,0.309,211360,0.159,0.000264,7,0.1,-13.101,1,0.0315,87.493,4,0.139,53
1470,Adam Sandler,Right Field,678015,2002,0.000665,0.417,375467,0.976,3.78e-06,11,0.964,-3.925,0,0.113,110.981,4,0.545,25
1471,Bette Midler,All I Need To Know,1259712,1995-06-13,0.333,0.595,219960,0.32,7.06e-05,7,0.34,-9.494,1,0.0272,143.565,4,0.239,44
1472,Wham!,Battlestations,249881,1986,0.0312,0.817,330467,0.568,0.0495,4,0.053,-14.779,0,0.0805,126.537,4,0.655,34
1473,Journey,Girl Can't Help It,995057,1986,0.0556,0.517,230640,0.922,4.15e-06,9,0.358,-2.341,0,0.078,126.028,4,0.448,44
1474,Eric Clapton,Key To Love,101247,1970-11-01,0.408,0.292,577973,0.627,0.774,9,0.489,-6.971,1,0.0381,84.089,4,0.626,28
1475,Devo,What I Must Do,76283,2015-04-14,0.459,0.745,205653,0.53,0.0,6,0.115,-9.47,1,0.195,82.031,4,0.415,31
1476,Rihanna,Hard,507936,2012-04-24,0.0119,0.638,224293,0.722,0.00808,9,0.189,-6.177,1,0.0332,103.017,4,0.469,70
1477,Kiss,Any Way You Want It,995057,1980,0.00251,0.529,201693,0.932,0.00109,7,0.136,-7.501,1,0.0488,138.158,4,0.571,63
1478,Jennifer Lopez,Jenny From The Block,3034575,2002-11-26,0.00833,0.844,187840,0.754,3.42e-06,6,0.0575,-5.46,1,0.207,100.002,4,0.961,62
1479,Offspring,Secrets From The Underground,1635586,2012-06-26,0.000235,0.283,189813,0.984,0.0,7,0.342,-1.958,1,0.304,217.897,4,0.407,41
1480,Ray Charles,"Listen, They're Playing My Song",216,2012-10-16,0.836,0.367,186280,0.264,2.22e-06,7,0.111,-11.026,1,0.0295,83.1,3,0.363,2
1481,Used,Slit Your Own Throat,376306,2008-02-18,0.0014,0.443,184133,0.936,6.93e-06,7,0.341,-4.901,1,0.12,177.161,4,0.337,33
1482,Neil Sedaka,Fly Don't Fly On Me,4904,2013-11-04,0.283,0.495,153453,0.948,0.000301,2,0.0916,-4.229,1,0.174,91.61,4,0.463,16
1483,Bee Gees,It's Just The Way,749123,2005-01-01,0.04,0.701,241373,0.578,0.0,2,0.178,-4.721,1,0.0418,93.089,4,0.513,41
1484,Chuck Berry,Back To Memphis,239261,1999-10-05,0.537,0.489,311893,0.802,0.000489,0,0.094,-3.407,1,0.03,80.383,4,0.29,23
1485,Red Hot Chili Peppers,Mercy Mercy,5194978,2017-04-20,0.125,0.568,208733,0.669,0.0,11,0.111,-4.889,0,0.0794,147.926,4,0.404,75
1486,Utada Hikaru,Dirty Desire,62903,2007-01-01,0.0105,0.577,212387,0.67,0.0,0,0.228,-5.404,1,0.137,85.673,4,0.747,30
1487,Harry Belafonte,Hold 'Em Joe,13,2006-02-14,0.87,0.465,204253,0.52,3.65e-05,8,0.306,-13.444,0,0.0514,90.006,4,0.785,0
1488,Who,Armenia City In The Sky,1129894,1967-12-15,0.19,0.345,227867,0.63,1.17e-05,8,0.431,-8.363,1,0.0513,132.709,4,0.377,20
1489,Tim McGraw,My Next Thirty Years,1460806,2010-11-30,0.265,0.605,217733,0.804,4.93e-06,5,0.345,-7.521,1,0.0363,98.866,4,0.601,45
1490,Reba Mcentire,I Wish That I Could Tell You,382152,1994-01-01,0.363,0.43,198000,0.441,0.0,11,0.293,-10.04,1,0.0359,71.404,4,0.21,13
1491,Zebrahead,Brixton,294,2017-04-14,0.274,0.759,205714,0.46,0.916,0,0.0885,-13.213,0,0.066,91.062,4,0.267,55
1492,Waylon Jennings,I Fall In Love So Easily,4,2016-09-23,0.884,0.649,184207,0.248,0.0,8,0.112,-10.097,1,0.0297,76.006,4,0.194,0
1493,Foo Fighters,Walking After You,3299215,1997-05-20,0.74,0.326,303813,0.571,0.551,4,0.0802,-10.701,1,0.026,108.657,4,0.351,55
1494,Kari Jobe,You Are For Me,1914762,2016-02-26,0.00925,0.624,222040,0.803,3.75e-05,10,0.613,-3.312,0,0.0382,97.027,4,0.899,59
1495,Leann Rimes,I Need You,112868,2013-04-19,0.517,0.457,205667,0.451,0.0,10,0.0928,-6.997,1,0.029,74.923,4,0.185,63
1496,Moody Blues,Thank You Baby,728049,2003-11-10,0.00814,0.506,202813,0.964,0.0159,4,0.304,-3.881,0,0.0398,122.785,4,0.696,36
1497,Devo,Plain Truth,35905,1971,0.588,0.385,456373,0.277,0.558,11,0.256,-16.311,0,0.0859,95.55,4,0.399,10
1498,Ice Cube,Ghetto Bird,1405952,1993-12-07,0.00266,0.767,231000,0.788,0.027,10,0.435,-8.711,0,0.164,92.032,4,0.498,45
1499,Moody Blues,Blue World,21262,2016-11-24,0.744,0.411,217203,0.506,0.0,10,0.119,-5.528,1,0.0308,131.413,4,0.176,49
1500,Bob Dylan,California,230991,2016-05-13,0.0617,0.594,205200,0.824,0.0,9,0.0861,-4.252,1,0.0458,116.005,4,0.671,78
1501,Evanescence,So Close,8394210,2012-10-26,0.000972,0.707,206413,0.924,0.00703,7,0.204,-2.842,1,0.031,127.937,4,0.919,72
1502,Miley Cyrus,Hands In The Air,4105691,2013-10-04,0.0318,0.562,202373,0.758,0.0,0,0.39,-4.012,1,0.0524,137.152,4,0.321,52
1503,Rush,Afterimage,40857,2017-08-11,0.0102,0.338,181687,0.612,0.0,5,0.357,-7.614,0,0.16,169.138,4,0.14,50
1504,Cliff Richard,A Little In Love,43796,2017-03-22,0.653,0.593,114107,0.613,0.0,6,0.15,-6.01,1,0.0469,123.024,4,0.604,51
1505,Red Hot Chili Peppers,Fat Dance,5166518,1999-06-08,0.0503,0.662,220499,0.954,0.617,4,0.0771,-3.84,0,0.0611,101.18,4,0.767,47
1506,Indigo Girls,Just Passing Time,2,2016-10-15,0.00209,0.153,235240,0.992,0.125,9,0.528,-0.803,0,0.336,184.128,4,0.464,0
1507,Ariana Grande,One Last Time,9229446,2014-08-25,0.093,0.628,197267,0.593,1.65e-06,8,0.096,-5.036,1,0.0323,125.026,4,0.104,73
1508,Alphaville,Big Yellow Sun,116,2013-11-12,0.17,0.732,213004,0.554,1.22e-06,6,0.0759,-10.274,0,0.188,90.052,4,0.489,2
1509,Creedence Clearwater Revival,Effigy,1354615,1969,0.0646,0.387,387440,0.54,0.111,7,0.13,-8.465,1,0.0263,75.422,4,0.386,33
1510,Faith Hill,Shadows,4163473,2015-11-06,0.922,0.473,219536,0.192,0.0,4,0.106,-10.979,1,0.0417,125.152,4,0.335,75
1511,The Monkees,Party,5178299,2016-12-16,0.0556,0.762,220813,0.576,0.0,1,0.0869,-4.951,0,0.0829,142.096,4,0.316,76
1512,Tim McGraw,Just Be Your Tear,1460808,2004-08-17,0.349,0.604,287200,0.554,0.0,7,0.0373,-7.121,1,0.0283,177.902,4,0.479,27
1513,Selah,Mary Sweet Mary,1026437,2017-10-27,0.00793,0.554,222853,0.947,0.0,6,0.0774,-3.876,1,0.0433,121.992,4,0.654,55
1514,Jackson Browne,THE ROAD AND THE SKY,216180,1974,0.167,0.543,188290,0.878,8.85e-05,9,0.0544,-6.267,1,0.0304,147.009,4,0.914,31
1515,Great Big Sea,The Mummer Song,334,1958-08-19,0.987,0.548,128640,0.0678,0.00818,1,0.106,-21.049,1,0.0957,77.561,4,0.489,0
1516,Loretta Lynn,I Really Don't Want To Know,159585,2010-01-01,0.919,0.42,183467,0.263,0.112,7,0.22,-10.337,1,0.0341,77.258,3,0.161,3
1517,Peter Tosh,Pick Myself Up,282493,1988-03-14,0.00856,0.736,242293,0.735,2.77e-05,2,0.0627,-8.471,1,0.0458,139.072,4,0.961,33
1518,Donna Summer,Slide Over Backwards,297586,2008-05-20,0.174,0.842,250987,0.88,0.0202,0,0.0632,-4.323,0,0.0518,119.941,4,0.846,6
1519,High School Musical,All Or Nothing,400336,2009-11-23,0.0149,0.663,212107,0.693,0.0,11,0.0778,-4.505,0,0.0311,66.002,4,0.71,67
1520,Morrissey,Found Found Found,1378696,2009-01-30,0.0187,0.338,241853,0.803,0.0,8,0.136,-5.412,0,0.0413,151.994,4,0.4,74
1521,Beach Boys,In My Car,1455286,2014-07-08,0.00535,0.584,195973,0.866,2.92e-05,10,0.0858,-5.511,1,0.0419,118.005,4,0.499,60
1522,Metallica,The Unforgiven III,4606214,2008-09-12,0.00203,0.298,466587,0.766,3.84e-06,4,0.117,-3.485,0,0.0347,121.555,4,0.0923,50
1523,Glen Campbell,All I Want Is You,1998903,1994,0.164,0.335,241107,0.625,0.0,7,0.0708,-7.462,1,0.0386,150.277,4,0.346,78
1524,Journey,Can Do,3330080,1982-11-19,0.166,0.468,236760,0.858,0.000304,1,0.0807,-9.639,1,0.0543,77.987,4,0.526,58
1525,Crowded House,I Feel Possessed,167022,1988-06-29,0.0299,0.593,228067,0.543,5.08e-06,9,0.0775,-11.678,0,0.0281,109.036,4,0.871,19
1526,Zac Brown Band,Uncaged,863951,2012-07-06,0.171,0.635,278693,0.434,1.1e-06,6,0.106,-7.986,1,0.0298,139.976,4,0.171,56
1527,Out Of Eden,Day Like Today,623446,1998-01-01,0.000575,0.547,204907,0.921,1.49e-05,0,0.106,-6.344,1,0.0332,125.521,4,0.656,49
1528,Noa,Something Has Changed,31205,2013-10-28,0.945,0.341,145171,0.0683,0.739,9,0.353,-20.229,0,0.0374,116.051,4,0.0695,21
1529,David Pomeranz,Over And Over Again,207911,2016-01-15,0.962,0.47,246896,0.271,0.0,8,0.106,-8.335,1,0.0392,129.623,4,0.388,59
1530,Otis Redding,That's What My Heart Needs,750277,1964,0.683,0.652,161840,0.313,0.0,5,0.185,-12.591,1,0.0282,85.678,3,0.851,30
1531,Counting Crows,Sullivan Street,462695,1993-01-01,0.481,0.571,269507,0.378,2.78e-05,2,0.12,-7.643,1,0.0252,80.837,4,0.197,42
1532,Kirk Franklin,Don't Worry,2006721,2012-10-05,0.112,0.612,212862,0.84,0.0,11,0.116,-3.145,0,0.0509,129.042,4,0.438,75
1533,Tom T. Hall,Souvenirs,508259,2008-04-01,0.00298,0.504,205627,0.957,0.0,0,0.187,-2.657,1,0.0529,135.013,4,0.676,67
1534,Phish,Mound,109695,2014-09-16,0.25,0.201,307870,0.357,0.863,3,0.0889,-11.514,1,0.0512,120.004,4,0.124,33
1535,Bon Jovi,In It For Love,130539,2017-11-17,0.822,0.362,150533,0.394,0.000272,1,0.111,-7.1,0,0.0263,86.036,4,0.0738,0
1536,Smiths,I Started Something I Couldn't Finish,1247054,1987,0.112,0.581,227533,0.851,0.00539,6,0.0375,-5.723,0,0.0336,135.155,4,0.703,48
1537,Waylon Jennings,Burning Memories,17913,2017-11-15,0.823,0.438,112707,0.478,6.17e-06,4,0.405,-10.37,1,0.0323,119.319,4,0.483,0
1538,Joy Division,Autosuggestion,638543,2010,0.0333,0.473,366933,0.416,0.147,2,0.38,-13.865,1,0.0688,135.326,4,0.616,33
1539,Roxette,Perfect Day,491946,1972-12-01,0.744,0.4,225000,0.267,0.00734,10,0.103,-12.488,1,0.0323,144.799,3,0.0872,66
1540,Nick Cave,Jangling Jack,372627,1994-04-18,3.87e-05,0.265,167480,0.865,2.23e-05,0,0.521,-6.081,0,0.0547,141.824,4,0.431,32
1541,Ultravox,Heart Of The Country,1054452,1971-05-17,0.84,0.518,143173,0.335,2.99e-05,2,0.0929,-12.411,0,0.0465,172.137,4,0.81,38
1542,Roy Orbison,Ooby Dooby,294186,1961,0.474,0.441,143387,0.713,0.000479,1,0.0782,-12.279,1,0.0745,180.053,4,0.936,43
1543,Pitbull,Ordinary Girl,340301,2007-06-08,0.000728,0.786,230880,0.669,0.0,1,0.0346,-8.273,0,0.0669,77.177,4,0.832,61
1544,Leo Sayer,Frankie Lee,1777274,1967-12-27,0.811,0.481,332640,0.372,0.0,0,0.0908,-14.03,1,0.0576,150.764,4,0.335,35
1545,INXS,Melting In The Sun,357122,1984,0.245,0.754,205067,0.747,0.676,2,0.355,-12.398,1,0.0675,121.841,4,0.508,18
1546,Tragically Hip,Use It Up,263731,2010-10-18,0.865,0.496,188600,0.188,0.0,0,0.323,-8.926,1,0.0378,133.423,1,0.297,34
1547,Depeche Mode,Stories Of Old,1140464,1984-09-24,0.116,0.728,194227,0.552,0.00192,1,0.0517,-10.356,0,0.0292,114.916,4,0.628,27
1548,Overkill,Hammerhead,1635596,2008-06-17,0.00181,0.476,278440,0.954,0.00816,11,0.0757,-3.553,1,0.0543,154.425,4,0.525,42
1549,Alphaville,Carol Masters,442665,1999-01-01,0.825,0.662,169240,0.888,0.0006,5,0.342,-7.939,1,0.0404,156.662,4,0.852,18
1550,Bette Midler,I Think It's Going To Rain Today,770582,2013-09-17,0.881,0.338,174800,0.075,0.000796,9,0.105,-17.527,1,0.0384,99.069,4,0.139,35
1551,John Prine,Somewhere Someone's Falling In Love,89517,1989-05-09,0.678,0.576,184693,0.232,0.00242,5,0.205,-21.874,1,0.0284,97.674,4,0.582,10
1552,Bruce Springsteen,Be True,2289183,2013-03-26,0.146,0.572,239507,0.529,0.0,0,0.335,-6.897,1,0.0282,139.876,4,0.321,59
1553,Bruce Springsteen,Cover Me,122396,2013-06-11,0.882,0.429,293973,0.093,0.00703,3,0.111,-15.944,1,0.0433,129.661,3,0.208,58
1554,Patsy Cline,San Antonio Rose,196399,2010-01-01,0.643,0.628,139067,0.281,0.0,11,0.133,-11.788,1,0.0341,96.394,4,0.715,32
1555,Sublime,Get Out,418546,2017-10-20,0.535,0.823,306024,0.642,0.0,2,0.121,-5.816,1,0.249,119.956,4,0.41,67
1556,Lucky Dube,Love Me (The Way I Am),46071,2001-06-29,0.277,0.801,318613,0.593,0.000703,9,0.0826,-7.547,1,0.0326,124.139,4,0.722,23
1557,Prince,Days Of Wild,2473,2014-07-08,0.971,0.581,50015,0.14,0.955,5,0.109,-23.095,1,0.214,183.773,4,0.248,52
1558,Nitty Gritty Dirt Band,Fishing In The Dark,192,2015-02-25,0.105,0.622,200916,0.459,0.0,2,0.145,-8.583,1,0.0294,155.336,4,0.6,46
1559,Gary Numan,Devious,1576,2017-07-21,0.229,0.494,208675,0.845,0.75,7,0.438,-9.423,1,0.0521,138.246,4,0.689,34
1560,Usher,Good Ol' Ghetto,4459137,2001-01-01,0.28,0.807,240133,0.569,0.0,9,0.215,-6.36,0,0.0526,144.17,4,0.961,35
1561,Pogues,The Leaving Of Liverpool,44362,2011-03-08,0.712,0.548,219973,0.689,0.0,3,0.0975,-4.415,1,0.0437,89.944,4,0.741,29
1562,Bon Jovi,Burning For Love,14172,2016-02-05,0.134,0.787,198511,0.418,0.72,4,0.0676,-8.088,0,0.0786,91.01,4,0.576,33
1563,James Taylor,Some Days You Gotta Dance,402093,1999-08-27,0.307,0.626,147933,0.903,0.0007,4,0.0383,-8.072,1,0.0694,170.229,4,0.909,38
1564,Wu-Tang Clan,For Heavens Sake,829988,1997-06-03,0.089,0.524,253707,0.855,0.0,0,0.279,-4.6,1,0.256,178.067,4,0.645,42
1565,Sia,Kill And Run,4940332,2013-01-01,0.653,0.264,215813,0.329,5.15e-05,7,0.118,-4.819,1,0.0287,71.381,4,0.19,43
1566,Hank Snow,Moanin',1783,2017-03-31,0.428,0.435,138801,0.263,0.617,4,0.109,-12.0,0,0.0422,81.258,4,0.283,43
1567,Weird Al Yankovic,Callin' In Sick,274184,1996-12-31,0.00107,0.63,220827,0.752,7.47e-05,7,0.127,-6.205,1,0.027,118.967,4,0.575,27
1568,Bette Midler,Old Cape Cod,18193,1989-06-13,0.714,0.317,187067,0.158,0.0,0,0.18,-15.853,0,0.0309,104.332,3,0.227,43
1569,Hanson,Man From Milwaukee,116878,1997-01-01,0.0062,0.567,218747,0.899,2.78e-05,9,0.33,-7.092,1,0.0314,105.803,4,0.768,27
1570,Zebra,Who's Behind The Door?,8587,1983,0.0282,0.19,316333,0.641,0.0581,7,0.323,-13.813,1,0.0573,90.045,4,0.207,33
1571,Thin Lizzy,The Holy War,44067,2013-02-26,0.00203,0.524,222093,0.982,0.00103,11,0.186,-3.318,1,0.112,119.976,3,0.37,27
1572,Selah,When Love Was Slain,41034,2011-08-23,0.862,0.529,267267,0.155,0.0,6,0.115,-13.007,1,0.0332,119.604,4,0.199,19
1573,Vanessa Williams,Open Your Heart,1717691,2009-09-18,0.0261,0.656,229280,0.899,0.0,5,0.0936,-5.039,1,0.0565,113.239,4,0.865,52
1574,Dean Martin,Just A Little Bit South Of North Carolina,24,1941,0.948,0.704,161027,0.356,0.035,9,0.0799,-7.886,0,0.0428,142.366,4,0.599,13
1575,Jimmy Buffett,God's Own Drunk,151241,1974-01-01,0.584,0.703,380500,0.247,2.23e-05,9,0.394,-18.385,1,0.293,111.446,4,0.367,22
1576,Sia,Shadow,6066918,2007-05-14,0.00479,0.534,290360,0.393,0.0107,11,0.107,-7.813,1,0.0292,110.007,4,0.0641,68
1577,Indigo Girls,Rock Me On The Water,216185,1972,0.803,0.452,252040,0.494,1.1e-05,7,0.187,-10.194,1,0.0279,99.914,4,0.486,41
1578,Peter Tosh,Johnny B Goode,442665,1959-01-01,0.748,0.522,161560,0.806,5.48e-05,10,0.313,-9.097,1,0.0817,168.078,4,0.969,62
1579,Train,All I Hear,322293,2006-07-11,0.000118,0.533,219893,0.964,8.3e-05,2,0.125,-3.396,0,0.0842,103.979,3,0.276,42
1580,Loretta Lynn,Paper Roses,29528,2017-04-07,0.0834,0.524,231445,0.707,0.0,5,0.0993,-5.309,1,0.0993,81.979,4,0.507,40
1581,Pogues,A Pair Of Brown Eyes,142618,1985,0.0422,0.349,301213,0.63,0.00232,7,0.0647,-8.622,1,0.037,166.3,3,0.116,42
1582,Ingrid Michaelson,Die Alone,11528812,2014-11-24,0.0268,0.805,216480,0.699,0.0,1,0.121,-6.564,0,0.187,119.987,4,0.383,41
1583,Sam Smith,Like I Can,4163490,2014-01-01,0.363,0.652,167066,0.632,1.2e-05,7,0.124,-6.612,0,0.0375,99.952,4,0.484,68
1584,Red Hot Chili Peppers,Especially In Michigan,5166534,2006-05-09,0.000858,0.468,240333,0.826,5.01e-06,6,0.104,-3.701,0,0.0295,102.817,4,0.359,58
1585,Waterboys,When Ye Go Away,71267,1988-07-01,0.349,0.446,224893,0.57,3.24e-06,7,0.199,-7.504,1,0.0324,172.763,4,0.666,29
1586,Nat King Cole,Non Dimenticar,374815,2006-10-03,0.895,0.232,185773,0.175,0.00705,8,0.208,-15.493,0,0.0358,124.815,3,0.168,39
1587,Sia,The Girl You Lost To Cocaine,4940336,2008-01-01,0.00838,0.681,160240,0.451,4.74e-05,11,0.0689,-13.28,0,0.0514,110.336,4,0.588,42
1588,Grand Funk Railroad,Some Kind Of Wonderful,2542896,2017-09-22,0.713,0.404,278093,0.495,0.28,8,0.102,-9.946,1,0.0353,141.798,4,0.0685,59
1589,Alice Cooper,Pain,5292731,2016-06-24,0.255,0.502,243491,0.786,0.0,9,0.65,-4.378,0,0.317,169.021,4,0.739,81
1590,Nickelback,Diggin? This,2255074,1999-01-04,0.0112,0.634,181693,0.923,0.000206,5,0.0753,-3.008,0,0.119,145.061,3,0.72,29
1591,Beach Boys,Hawaii,1712479,1961,0.953,0.428,179773,0.244,0.000144,2,0.102,-15.447,1,0.0269,100.495,3,0.39,74
1592,Harry Belafonte,Skin To Skin,142392,2004-09-07,0.000306,0.569,211320,0.949,2.57e-05,2,0.175,-5.551,0,0.123,112.074,4,0.286,50
1593,Usher,Bad Girl,15094899,2008-06-02,0.0117,0.579,275987,0.821,0.0,1,0.0631,-4.616,1,0.152,174.063,4,0.551,71
