,artist,song,artist_followers,release_date,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
1240,Insane Clown Posse,Hellalujah,171525,1997-01-01,0.614,0.619,297507,0.816,1.4e-06,10,0.897,-5.866,0,0.49,98.615,4,0.24,30
1241,Elton John,Into The Old Man's Shoes,1178619,1970-10-30,0.771,0.597,257307,0.538,0.0,8,0.0808,-8.985,1,0.0299,130.27,4,0.483,22
1242,Doobie Brothers,I Been Workin' On You,316474,1975,0.402,0.543,265933,0.568,3.68e-05,2,0.106,-14.576,1,0.0361,111.179,4,0.874,15
1243,"Harry Connick, Jr.",All I Need Is The Girl,1848751,1968-01,0.434,0.639,299107,0.264,0.0,2,0.251,-13.212,0,0.0339,113.772,4,0.379,48
1244,Steely Dan,Pretzel Logic,348512,1974-01-01,0.54,0.654,272627,0.475,7.15e-05,2,0.0919,-13.524,1,0.0385,116.04,4,0.611,55
1245,Britney Spears,Don't Cry,568035,2013,0.0608,0.571,211460,0.815,0.0,6,0.163,-3.267,1,0.0321,120.008,4,0.664,56
1246,Linkin Park,Fuse,2823450,2015-11-27,0.0375,0.747,166138,0.877,0.000833,9,0.233,-3.782,0,0.0664,107.991,4,0.752,73
1247,Gloria Gaynor,Last Night,1740409,2001-10-08,0.0223,0.624,193373,0.899,0.000155,0,0.0975,-5.71,1,0.0295,104.055,4,0.797,66
1248,Cliff Richard,My Pretty One,394214,2008-10-30,0.0392,0.646,362667,0.778,0.00144,2,0.741,-5.454,1,0.0335,90.052,4,0.48,29
1249,X Japan,Rusty Nail,5389,2009-07-14,0.867,0.63,326827,0.702,0.0,6,0.639,-5.997,1,0.566,106.952,3,0.647,20
1250,Talking Heads,Animals,555880,2017-07-21,0.207,0.683,190428,0.53,0.0,5,0.394,-4.918,0,0.142,75.016,4,0.645,90
1251,Mark Ronson,Anywhere In The World,125887,2006-01-22,4.68e-05,0.192,243467,0.757,0.00133,9,0.123,-5.253,1,0.0844,83.105,5,0.294,48
1252,Keith Urban,A Little Luck Of Our Own,1455242,1999-10-19,0.0628,0.715,202587,0.702,4.45e-06,0,0.147,-5.128,1,0.0219,102.993,4,0.843,20
1253,Marianne Faithfull,Down By The Salley Garden,1288,2014-07-01,0.939,0.399,280840,0.112,0.933,7,0.122,-18.458,1,0.0413,126.745,3,0.329,12
1254,Aerosmith,Taste Of India,2726319,2015-01-15,0.00565,0.319,335278,0.849,0.000862,9,0.211,-6.665,1,0.0621,113.267,4,0.169,43
1255,Hanson,Never Let Go,2119709,2017-11-03,0.0741,0.735,232907,0.747,0.0,10,0.103,-4.959,1,0.0837,123.025,4,0.555,71
1256,Jimmy Buffett,Bend A Little,151241,1975,0.225,0.576,179347,0.576,0.000144,0,0.039,-12.111,1,0.0449,82.261,4,0.672,10
1257,Uriah Heep,Rich Kid,1117415,2017-06-30,0.1,0.755,148320,0.56,0.0,1,0.0778,-5.497,1,0.157,78.033,4,0.587,71
1258,One Direction,Rock Me,5249006,2008-01-01,0.0159,0.484,189173,0.836,0.0,1,0.089,-2.767,1,0.0393,90.878,4,0.594,61
1259,Kenny Chesney,Like Me,192479,2017-05-19,0.535,0.752,197437,0.505,2.55e-06,9,0.104,-7.621,1,0.253,91.97,4,0.419,92
1260,Westlife,As Love Is My Witness,488506,2009-11-27,0.168,0.441,247200,0.544,0.0,1,0.109,-5.089,1,0.0326,144.626,3,0.175,32
1261,Cat Stevens,Bitterblue,482551,1971-01-01,0.0915,0.521,192293,0.879,0.254,7,0.327,-7.596,1,0.039,171.37,4,0.74,33
1262,U2,Are You Gonna Wait Forever?,2078817,2004-01-01,0.000567,0.395,228467,0.871,0.00343,4,0.117,-2.241,1,0.0455,125.054,4,0.524,11
1263,Black Sabbath,I Witness,45578,2017-08-11,0.117,0.774,196253,0.587,0.0,0,0.133,-4.65,0,0.0326,99.986,4,0.943,55
1264,Loretta Lynn,Crazy Out Of My Mind,0,2012-07-30,0.594,0.616,154932,0.644,0.000441,7,0.258,-4.687,1,0.0433,179.847,4,0.884,0
1265,Amy Grant,Gentle Shepherd,58325,2014-10-10,0.89,0.308,169573,0.127,0.0394,0,0.215,-16.991,1,0.0348,76.591,3,0.28,34
1266,Men At Work,Down By The Sea,602780,2008-05-27,0.589,0.673,203427,0.513,0.0325,5,0.145,-10.747,1,0.0278,90.35,4,0.671,38
1267,Lea Salonga,Reflection,3605155,2015-01-30,0.063,0.884,224573,0.765,7.04e-06,8,0.118,-3.865,1,0.0882,99.987,4,0.594,76
1268,Christina Aguilera,The Count Down,6801,2010-01-01,0.0906,0.841,248373,0.832,0.745,5,0.0623,-5.927,1,0.0684,98.935,4,0.817,26
1269,Thin Lizzy,Someday She Is Going To Hit Back,270883,1983,0.000139,0.212,245933,0.806,0.0727,5,0.0959,-15.018,0,0.128,168.609,4,0.199,13
1270,Randy Travis,Down By The Riverside,351,2005-07-26,0.805,0.588,174240,0.516,0.872,7,0.116,-7.209,0,0.0414,179.474,4,0.86,32
1271,Dean Martin,I Love Paris,114259,2017-11-17,0.908,0.423,198040,0.29,0.12,2,0.22,-12.723,1,0.0293,78.648,4,0.0396,0
1272,Rod Stewart,All For Love,256968,2015-09-18,0.00756,0.654,203680,0.734,2.82e-05,1,0.0659,-4.848,0,0.0753,119.842,4,0.133,60
1273,Erasure,Perchance To Dream,32367,2002,0.304,0.792,60747,0.189,0.837,5,0.11,-15.882,0,0.0931,123.078,4,0.686,27
1274,Bon Jovi,Next 100 Years,2135043,2000-01-01,0.00208,0.387,379173,0.806,0.0049,11,0.146,-4.704,0,0.0367,83.823,4,0.483,22
1275,Iron Maiden,Twilight Zone,51853,2008-10-22,0.00785,0.656,478107,0.756,3.49e-05,11,0.0927,-6.516,0,0.0399,118.56,4,0.542,56
1276,Chris Brown,Deuces,5178236,2010-06-25,0.0311,0.644,277013,0.739,0.0,1,0.0772,-5.103,1,0.137,74.154,4,0.231,63
1277,Ramones,Beat On The Brat,852112,1976-04-23,0.00305,0.481,151960,0.88,0.642,4,0.13,-1.108,1,0.176,156.859,4,0.961,53
1278,Roy Orbison,Love Star,61640,2017-11-17,0.00828,0.727,154533,0.593,0.0,11,0.137,-4.081,1,0.12,100.081,4,0.555,0
1279,Dean Martin,Just One More Chance,1777245,1963-05-27,0.839,0.545,118160,0.525,5.26e-06,2,0.256,-12.606,1,0.0859,119.29,4,0.947,39
1280,John McDermott,Old Tin Star,1967,2006-02-21,0.763,0.408,270520,0.142,9.11e-05,4,0.221,-15.112,1,0.0337,109.962,4,0.245,5
1281,Clash,I'm So Bored With The U.S.A.,887102,1977,0.000454,0.31,144600,0.862,0.0156,9,0.0481,-6.943,1,0.0509,196.682,4,0.599,43
1282,Leonard Cohen,I Can't Forget,2919148,2017-01-20,0.0313,0.605,200280,0.813,0.0,7,0.0713,-3.799,1,0.0917,184.023,4,0.591,50
1283,Clash,This Is England,1668734,2014-09-22,0.953,0.219,67684,0.0995,0.0,4,0.306,-27.833,1,0.0552,113.455,3,0.14,45
1284,Irving Berlin,"Who Do You Love, I Hope",1543,2008-07-29,0.693,0.445,144667,0.597,1.05e-06,0,0.139,-7.321,0,0.156,179.972,4,0.771,18
1285,Bee Gees,Dearest,229087,2009-01-01,0.887,0.573,111227,0.0828,3.46e-06,5,0.114,-16.109,0,0.0373,114.052,3,0.321,43
1286,XTC,Life Is Good In The Greenhouse,65913,1978-10-06,0.124,0.578,280893,0.666,5.06e-06,7,0.402,-8.573,1,0.0931,128.621,4,0.542,10
1287,Unkle,Lonely Soul,71362,2017-11-10,0.711,0.608,173142,0.57,0.0,8,0.123,-6.576,1,0.205,134.688,4,0.731,14
1288,Iggy Pop,Let's Boot And Rally,635,2012-07-05,0.00188,0.587,171963,0.87,0.526,7,0.179,-7.801,1,0.0477,141.963,4,0.907,16
1289,Hanson,Soldier,271757,2011,0.0049,0.539,221387,0.848,0.0,11,0.272,-5.081,0,0.0521,124.045,4,0.387,63
1290,Judy Garland,Meet Me Tonight In Dreamland,7,2014-08-05,0.994,0.301,145078,0.0919,0.0298,3,0.124,-17.38,1,0.0425,77.501,4,0.127,19
1291,Kiss,See You In Your Dreams,5029,2005-04-05,0.00174,0.775,259133,0.829,0.0,7,0.0498,-4.909,1,0.252,90.551,4,0.514,19
1292,John Waite,Darker Side Of Town,13671,1980-10-01,0.73,0.557,146333,0.259,7.45e-05,4,0.274,-11.864,1,0.036,123.898,4,0.099,8
1293,Slayer,Gemini,696841,2017-09-22,0.0323,0.731,220454,0.794,2.59e-05,0,0.112,-5.126,0,0.0522,139.994,4,0.356,93
1294,Alabama,On This Side Of The Moon,244547,1993-10-12,0.595,0.543,208573,0.196,1.03e-05,6,0.0739,-16.79,1,0.0326,92.09,4,0.159,9
1295,Waylon Jennings,Grey Eyes You Know,41,2012-07-06,0.935,0.405,172120,0.35,0.00338,2,0.323,-9.746,1,0.0259,101.435,4,0.326,1
1296,Marilyn Manson,Born Again,2047099,1999,0.177,0.682,297427,0.92,0.00158,10,0.0443,-1.544,1,0.278,82.228,4,0.835,65
1297,Rascal Flatts,She's Leaving,4854561,1967-06-01,0.944,0.381,215160,0.214,0.0,4,0.106,-11.629,1,0.0337,127.581,3,0.393,54
1298,Leann Rimes,Bottle,1771216,2017-01-27,0.0231,0.392,243253,0.825,2.25e-06,0,0.0972,-2.068,0,0.0535,98.959,4,0.482,72
1299,Barbie,Ultimate,307690,2015-01-01,0.102,0.495,189974,0.827,6.02e-06,6,0.238,-3.055,0,0.306,113.334,4,0.779,67
1300,George Strait,Home In San Antone,443876,2012-05-11,0.0371,0.699,248987,0.73,0.0298,0,0.0983,-9.989,1,0.0443,135.905,4,0.791,20
1301,Nick Cave,Nature Boy,510530,1991,0.971,0.203,173533,0.0895,0.0213,2,0.108,-19.755,0,0.0404,173.451,1,0.115,50
1302,NOFX,Soul Doubt,436210,2016-12-23,0.0643,0.763,120059,0.724,0.0,0,0.0508,-4.761,1,0.0678,139.942,4,0.874,54
1303,Yello,Goldrush,200883,2006-12-18,0.152,0.836,232213,0.722,0.0,1,0.197,-5.566,0,0.219,92.017,4,0.754,43
1304,Robbie Williams,80's,554192,2016-06-10,0.0263,0.619,216037,0.47,0.0,6,0.0472,-7.765,1,0.0749,89.594,4,0.667,62
1305,Annie,N.Y.C.,2095247,2017-11-08,0.12,0.712,243627,0.683,0.0,11,0.157,-6.068,0,0.109,92.012,4,0.476,55
1306,Neil Sedaka,Born To Be Bad,7840,2015-03-12,0.126,0.609,265640,0.674,9.21e-05,10,0.153,-6.321,1,0.0313,95.481,4,0.613,37
1307,Megadeth,Breakpoint,1001899,1995,2.41e-05,0.551,209213,0.835,0.373,11,0.271,-9.879,0,0.0559,105.441,5,0.823,28
1308,Erasure,So The Story Goes,11524,1977,0.0481,0.454,235760,0.872,0.0233,2,0.253,-9.539,1,0.0593,141.636,4,0.948,23
1309,Yngwie Malmsteen,Crash And Burn,941029,2015-08-28,0.0904,0.694,190747,0.785,1.31e-06,5,0.197,-5.153,0,0.0311,130.02,4,0.811,62
1310,Weezer,Pork And Beans,1026431,2008-06-03,0.0132,0.594,189400,0.615,9.41e-06,6,0.154,-6.526,1,0.0338,119.843,4,0.722,53
1311,Freddie King,Living In The Palace Of The King,214,2013-05-10,0.613,0.374,186108,0.519,0.0,3,0.113,-6.025,1,0.0331,117.785,3,0.418,11
1312,Glee,Celebrity Skin,192114,1998-01-01,1.39e-05,0.441,162493,0.913,9.24e-05,9,0.366,-6.065,1,0.0477,134.198,4,0.768,55
1313,Foreigner,Down On Love,7303,2013-04-02,0.952,0.59,61571,0.371,0.869,8,0.105,-14.062,1,0.0651,136.842,4,0.616,39
1314,Manowar,Black List,146,2001-06-11,0.559,0.748,230800,0.54,3.1e-05,7,0.0962,-8.916,1,0.116,89.983,4,0.687,32
1315,Maroon 5,Little Of Your Time,9006556,2007-01-01,0.0555,0.683,137067,0.969,0.0,6,0.128,-2.501,0,0.0704,143.955,4,0.971,41
1316,Queensryche,The Needle Lies,146303,1988,0.0693,0.534,188973,0.991,0.000323,0,0.194,-2.732,1,0.109,118.089,4,0.217,30
1317,Gino Vannelli,Feel Like Flying,1243,2012-11-28,0.00564,0.58,284630,0.491,0.124,4,0.0535,-10.281,0,0.0319,140.045,4,0.249,13
1318,Poison,Mind Tripper,31,1994-04-10,0.198,0.656,240419,0.996,0.914,11,0.106,-10.651,0,0.117,188.251,4,0.144,0
1319,Richard Marx,Suspicion,1055,1994,0.678,0.595,154907,0.57,0.291,2,0.13,-11.301,1,0.0356,137.757,4,0.884,38
1320,Frank Zappa,Can't Afford No Shoes,228383,1975-06-25,0.00695,0.56,158613,0.872,5.28e-05,9,0.133,-9.995,1,0.0417,136.275,4,0.748,21
1321,George Harrison,Absolutely Sweet Marie,1777249,1966-06-20,0.223,0.566,294200,0.738,0.0,2,0.111,-7.526,1,0.03,133.859,4,0.806,38
1322,Linda Ronstadt,Get Closer,58498,2017-02-24,0.44,0.56,264000,0.475,0.000661,8,0.262,-11.034,1,0.212,94.963,4,0.453,56
1323,David Bowie,Heat,2095253,2017-10-27,0.00303,0.588,190000,0.901,0.0,7,0.057,-4.194,1,0.164,152.92,4,0.712,70
1324,Beautiful South,Mother's Pride,30,1971-01-01,0.825,0.373,166117,0.199,0.934,3,0.243,-15.383,1,0.0484,138.907,4,0.313,0
1325,Rod Stewart,If I Had You,539163,2009-11-20,0.0113,0.648,228240,0.908,0.0,4,0.374,-4.251,0,0.108,131.147,4,0.793,55
1326,Billy Joel,Tomorrow Is Today,820508,1971,0.919,0.527,279840,0.166,4.07e-06,0,0.102,-16.823,1,0.0321,85.062,4,0.241,34
1327,Metallica,Die Die My Darling,4606160,1998-11-24,0.00045,0.449,149333,0.975,0.0,10,0.14,-2.789,0,0.0582,178.069,3,0.785,44
1328,Aerosmith,Pandora's Box,94905,2013-10-15,0.0364,0.587,288966,0.516,0.266,0,0.581,-10.09,0,0.0367,140.006,4,0.132,24
1329,Justin Bieber,Mistletoe,14533016,2011-01-01,0.527,0.672,182947,0.565,0.0,6,0.0895,-9.124,0,0.05,161.955,4,0.844,66
1330,Tom T. Hall,Forget It,15492,2017-11-11,0.561,0.736,159000,0.47,0.0226,6,0.273,-10.691,1,0.421,80.083,4,0.422,40
1331,George Harrison,Cool Dry Place,102338,1990-10-29,0.55,0.697,217240,0.793,0.0,4,0.167,-5.737,1,0.0266,97.711,4,0.968,36
1332,Bon Jovi,All I Wanna Do Is You,405288,1990-03-25,0.16,0.626,310893,0.746,0.0,7,0.0618,-8.832,1,0.0282,102.896,4,0.8,63
1333,Lenny Kravitz,I Don't Want To Be A Star,794968,2004-05-17,0.00178,0.694,265667,0.658,0.162,4,0.303,-5.369,0,0.0313,96.868,4,0.342,27
1334,Dusty Springfield,Chained To A Memory,127565,1967-12,0.487,0.505,159093,0.46,0.0,8,0.183,-9.024,1,0.0299,86.674,4,0.491,6
1335,Billy Joel,Storm Front,820508,1989,0.0771,0.712,287733,0.967,0.0,7,0.356,-5.206,1,0.047,145.024,4,0.895,68
1336,Perry Como,I Concentrate On You,1848753,1967-03,0.73,0.451,159440,0.339,0.0315,7,0.15,-14.723,0,0.0306,132.065,4,0.273,25
1337,Insane Clown Posse,24,1483771,2017-09-22,0.00241,0.615,221707,0.74,0.00113,7,0.115,-4.662,0,0.0754,118.957,4,0.219,68
1338,Gloria Estefan,I Just Wanna' Be Happy,162719,1998-04-24,0.0335,0.709,234040,0.919,1.65e-06,2,0.135,-4.564,1,0.082,131.605,4,0.586,18
1339,Carly Simon,Memorial Day,6569,2017-05-19,0.185,0.52,238093,0.497,0.00785,2,0.109,-9.925,1,0.0403,148.895,4,0.417,40
1340,Thin Lizzy,The Friendly Ranger At Clontarf Castle,270892,1971,0.576,0.621,182533,0.281,0.000298,8,0.142,-14.945,1,0.0814,116.989,4,0.557,13
1341,Hollies,My Back Pages,184165,1967-02-06,0.109,0.558,188240,0.524,0.0,4,0.17,-10.528,1,0.0339,123.243,4,0.727,52
1342,Styx,Locomotive Breath,373840,1971-03-19,0.103,0.614,268907,0.566,0.0113,11,0.215,-11.059,0,0.0562,125.288,4,0.2,58
1343,Justin Timberlake,Blindness,649106,2012-07-10,0.0513,0.266,198613,0.74,0.00426,10,0.162,-7.972,0,0.0788,48.578,4,0.5,51
1344,Peter Gabriel,Mother Of Violence,31,2013-02-09,0.767,0.609,254400,0.312,9.63e-05,2,0.0849,-15.946,0,0.0337,99.881,4,0.516,0
1345,New Order,World,2344416,2016-05-27,0.0541,0.795,198944,0.568,0.0,5,0.108,-7.817,0,0.142,136.173,4,0.478,80
1346,Paul McCartney,Back In The Sunshine Again,674,1999-07-20,0.398,0.834,189127,0.496,0.0,2,0.063,-13.246,1,0.0343,122.137,4,0.845,11
1347,Eric Clapton,Dixie Fried,19807,2012-01-31,0.0443,0.725,188493,0.721,0.0,7,0.0812,-5.777,1,0.0379,119.994,4,0.634,20
1348,Donna Summer,Lamb Of God,494120,2004-08-26,0.000216,0.359,230227,0.959,0.00343,1,0.435,-3.685,1,0.104,103.038,3,0.158,64
1349,Judas Priest,Don't Have To Be Old To Be Wise,685620,1980,0.0051,0.521,303360,0.931,5.01e-05,2,0.0581,-6.07,1,0.0529,135.68,4,0.495,35
1350,John Prine,Shop Talk,2964,2014-05-27,0.00227,0.652,232560,0.607,0.0,11,0.88,-6.749,1,0.336,73.369,1,0.324,29
1351,Bee Gees,Man In The Middle,737053,2001-01-01,0.429,0.717,261427,0.789,0.000439,2,0.0765,-5.825,1,0.0308,111.508,4,0.879,35
1352,Tragically Hip,Goodnight Josephine,123397,2004-01-01,0.0526,0.359,208667,0.689,0.00253,9,0.0776,-5.913,1,0.0345,146.299,4,0.219,14
1353,Loretta Lynn,Red White And Blue,674658,2002-01-01,0.503,0.414,195533,0.679,4.99e-06,2,0.118,-5.522,1,0.046,111.937,4,0.354,63
1354,Perry Como,Glendora,4160,2010-06-28,0.0189,0.561,50013,0.99,8.78e-06,0,0.561,-3.599,1,0.0616,105.018,4,0.598,12
1355,Morrissey,That's Entertainment,47572,1979-09-25,0.0052,0.546,193800,0.88,0.00149,9,0.0849,-9.921,1,0.153,160.588,4,0.965,38
1356,Eagles,No More Cloudy Days,76,2012,0.761,0.693,205867,0.728,5.3e-06,7,0.109,-3.039,1,0.0343,119.958,4,0.594,0
1357,Alice Cooper,Lock Me Up,271758,2014-04-29,0.0186,0.466,226427,0.7,0.0,5,0.102,-6.66,0,0.032,139.906,4,0.507,56
1358,Judds,Guardian Angel,364285,2006-07-18,0.114,0.491,229235,0.482,2.78e-06,5,0.626,-6.564,1,0.0281,112.704,4,0.407,63
1359,Rihanna,Leaving Tonight,1483774,2012-08-07,0.0149,0.566,203880,0.681,0.0,9,0.104,-5.443,0,0.0299,119.916,4,0.187,54
1360,David Bowie,Dead Man Walking,554191,2013-02-20,0.782,0.693,196840,0.42,0.0,9,0.141,-7.341,1,0.431,125.975,4,0.783,51
1361,Beach Boys,Auld Lang Syne,151855,2017-11-17,0.969,0.321,209709,0.105,0.000151,8,0.139,-15.397,1,0.0353,77.25,1,0.375,0
1362,Boney M.,Ribbons Of Blue,176395,1979,0.542,0.657,118227,0.71,0.0,0,0.166,-7.022,1,0.0337,119.83,4,0.602,27
1363,Donna Summer,Faster And Faster To Nowhere,297581,1977,0.00463,0.771,213763,0.882,2.98e-05,7,0.376,-11.91,1,0.0514,130.153,4,0.916,11
1364,R. Kelly,Can You Feel It,286,2017-08-22,0.0208,0.606,193813,0.685,0.000928,7,0.107,-7.486,1,0.0343,116.994,4,0.224,67
1365,Stevie Ray Vaughan,Love Struck Baby,659222,1983,0.279,0.548,141933,0.874,0.0463,8,0.173,-10.147,1,0.0463,172.129,4,0.966,45
1366,Ray Charles,Sorry Seems To Be The Hardest Word,1178624,2017-11-10,0.832,0.373,230507,0.258,1.03e-05,7,0.283,-11.348,0,0.0341,122.434,4,0.117,32
1367,Lana Del Rey,Carmen,5497503,2012-11-12,0.0862,0.53,248720,0.438,0.00028,1,0.136,-9.464,0,0.031,99.932,4,0.0378,54
1368,America,Honey,941813,2017-10-06,0.772,0.606,199210,0.24,0.0,3,0.0819,-7.102,1,0.0369,96.792,4,0.526,72
1369,Nazareth,A Veteran's Song,5,2010-08-16,0.02,0.309,240827,0.556,1.16e-05,7,0.193,-8.467,1,0.0323,205.895,4,0.647,0
1370,Bryan White,Helpless Heart,42113,1993-05-04,0.757,0.53,260427,0.0953,5.01e-06,11,0.124,-17.974,1,0.0299,85.692,4,0.0549,14
1371,Lynyrd Skynyrd,I've Been Your Fool,1,2012-08-27,0.422,0.627,118867,0.791,4.23e-06,10,0.164,-7.833,0,0.035,126.081,4,0.75,0
1372,Queen Adreena,Siamese Almeida,8,2008-11-19,8.01e-06,0.271,173307,0.859,0.475,4,0.181,-6.532,0,0.122,129.809,4,0.209,0
1373,Dolly Parton,Almost In Love,8354,1957,0.873,0.571,290293,0.346,0.519,0,0.098,-12.569,0,0.0409,93.885,4,0.694,44
1374,Ocean Colour Scene,Charlie Brown Says,107202,2011-01-01,0.804,0.412,174453,0.108,0.0098,4,0.0795,-18.822,0,0.0361,86.34,4,0.162,2
1375,Eurythmics,Walking On Broken Glass,232540,1992,0.215,0.75,253296,0.562,1.1e-06,0,0.105,-8.45,1,0.0281,115.008,4,0.807,61
1376,John Prine,The Twentieth Century Is Almost Over,88105,1986-06-17,0.577,0.766,215240,0.349,0.0,4,0.052,-17.479,1,0.0474,135.776,4,0.875,25
1377,Spandau Ballet,Nature Of The Beast,156804,2012-03-26,0.000571,0.567,180933,0.893,8.85e-05,11,0.0977,-3.944,1,0.0468,120.006,4,0.499,49
1378,Kirsty Maccoll,Celestine,89606,2014-01-01,0.474,0.535,246813,0.441,1.21e-06,0,0.108,-6.481,1,0.0293,119.706,4,0.256,56
1379,New Order,Every Little Counts,480301,1986-09-29,0.23,0.684,268773,0.546,0.0197,0,0.133,-11.72,1,0.0349,99.116,4,0.661,27
1380,Pet Shop Boys,It's A Sin,107391,2015-07-15,0.367,0.429,294640,0.597,0.000129,7,0.138,-6.957,1,0.0367,155.828,4,0.131,55
1381,Zebrahead,Just The Tip,403402,2011-10-14,0.171,0.644,211531,0.71,0.0,1,0.171,-5.956,1,0.0954,87.996,4,0.829,21
1382,Q-Tip,Breathe And Stop,188958,1999-11-23,0.0144,0.881,243867,0.83,0.00771,7,0.0626,-4.563,1,0.172,98.793,4,0.765,50
1383,Dusty Springfield,I Want Your Love Tonight,2,2012,0.00053,0.794,406937,0.882,0.829,10,0.0212,-3.881,0,0.0733,127.996,4,0.732,0
1384,The Broadways,The Kitchen Floor,378,2017-08-17,0.0639,0.52,231653,0.477,0.0,1,0.158,-9.514,1,0.0267,114.926,4,0.153,34
1385,Patti Smith,Dead To The World,870359,2015-03-31,0.0187,0.496,197587,0.909,0.0166,1,0.245,-6.684,1,0.425,178.957,4,0.542,40
1386,Aerosmith,Dime Store Lover,28,2015-06-16,0.385,0.624,205400,0.711,0.0,9,0.311,-7.477,0,0.0308,103.985,4,0.665,0
1387,Frank Sinatra,Day By Day,1712,2016-06-16,0.793,0.179,135636,0.171,0.927,4,0.0907,-19.427,1,0.0355,111.128,4,0.117,68
1388,Enya,I Want Tomorrow,709518,1987,0.746,0.399,242227,0.0957,0.0558,2,0.0884,-19.911,1,0.0304,141.99,3,0.143,32
1389,Demi Lovato,Hold Up,2344431,2016-08-10,0.281,0.747,191033,0.553,0.0,1,0.117,-7.294,1,0.117,141.888,4,0.262,72
1390,Ween,I Don't Want It,3873,2017-08-01,0.105,0.766,250616,0.739,0.0,6,0.084,-3.011,0,0.0835,110.018,4,0.751,62
1391,Barbra Streisand,A Piece Of Sky,225270,1983,0.865,0.27,260107,0.306,1.31e-05,6,0.0553,-14.245,0,0.034,107.856,5,0.237,34
1392,Michael Jackson,I'm In Love Again,321619,1996-01-01,0.431,0.737,279667,0.521,0.0,8,0.315,-4.761,0,0.0368,134.286,4,0.416,51
1393,Outkast,War,1474934,2009-12-04,0.0661,0.401,327027,0.723,1.91e-06,6,0.233,-5.26,1,0.0583,160.048,4,0.224,65
1394,Bob Dylan,I'll Remember You,229841,2017-11-17,0.166,0.351,228143,0.339,1.59e-06,0,0.142,-5.473,1,0.0303,95.783,3,0.308,0
1395,Linkin Park,Two Worlds,357846,2017-11-10,0.0174,0.485,309429,0.739,0.08,0,0.0674,-4.693,1,0.0352,140.044,1,0.0293,44
1396,Michael Bolton,Bring It On Home To Me,459656,2000-09-26,0.778,0.523,162533,0.402,0.0,0,0.432,-8.233,1,0.0305,70.863,4,0.675,70
1397,Rammstein,Tier (englisch),827,2012,0.288,0.912,242360,0.535,0.0,5,0.0576,-8.06,1,0.195,100.058,4,0.863,0
1398,Isley Brothers,Secret Lover,376701,2001-01-01,0.0516,0.645,263000,0.623,0.0,1,0.32,-4.786,1,0.0331,77.02,5,0.868,33
1399,Marilyn Manson,Mother Inferior Got Her Gunn,1202998,1994-01-01,0.00105,0.597,339333,0.937,0.23,11,0.435,-8.647,0,0.0432,135.818,3,0.296,11
1400,Genesis,Entangled,61038,2015,0.198,0.29,358634,0.441,0.731,10,0.154,-11.407,0,0.0524,99.866,4,0.0399,39
1401,Green Day,Emenius Sleepus,4538535,1994-02-01,0.000109,0.199,103973,0.975,0.0,10,0.23,-5.609,1,0.0559,177.442,4,0.758,52
1402,Gary Numan,All Across The Nation,1861,2001,0.00369,0.422,250333,0.901,0.00316,2,0.0691,-4.382,1,0.0479,130.629,4,0.487,9
1403,U2,Springhill Mining Disaster,117688,2016-07-29,0.621,0.416,243947,0.318,9.85e-06,11,0.104,-8.317,0,0.0277,83.953,4,0.329,20
1404,Green Day,Closing Time,96745,1998-01-01,0.0237,0.486,273533,0.867,1.66e-06,7,0.155,-5.483,1,0.0295,92.757,4,0.281,66
1405,Verve,The Rolling People,483253,1997-09-29,0.0159,0.197,421893,0.939,0.00111,7,0.368,-6.811,1,0.0912,166.558,4,0.429,28
1406,Vonda Shepard,Clean Rain,41143,2016-07-17,0.00626,0.179,74649,0.581,0.657,5,0.581,-22.416,0,0.0702,83.019,4,0.0382,34
1407,Nirvana,Territorial Pissings,4354181,1991-09-26,0.000256,0.28,142947,0.976,0.0,2,0.215,-4.387,1,0.162,182.483,4,0.107,50
1408,Faith Hill,Mississippi Girl,353525,2005-08-02,0.113,0.499,232707,0.765,0.0,9,0.0509,-4.148,1,0.0521,83.916,4,0.665,49
1409,Howard Jones,Fight On,26581,2016-10-07,0.0293,0.564,213720,0.774,0.0,2,0.101,-4.578,1,0.0498,155.93,4,0.524,62
1410,Drake,Girls Love Beyonce,476,2017-03-17,0.0693,0.617,206308,0.558,0.0,6,0.103,-8.816,0,0.165,127.889,4,0.374,48
1411,Slayer,Beauty Through Order,810240,2009,8.65e-05,0.237,276640,0.992,0.181,8,0.105,-3.256,1,0.17,95.153,4,0.0888,29
1412,Elton John,I Must Have Lost It On The Wind,1178624,2006-09-15,0.395,0.519,233480,0.687,0.000946,7,0.119,-6.717,1,0.031,80.869,4,0.684,15
1413,Pink Floyd,One Of My Turns,3977014,1979-11-30,0.305,0.315,216800,0.218,0.0012,0,0.226,-15.215,1,0.0731,175.861,4,0.156,54
1414,Amy Grant,All That I Need Is You,394720,1987,0.106,0.47,257333,0.64,2.15e-05,3,0.076,-13.474,1,0.029,80.243,4,0.736,21
1415,Jackson Browne,Tumble Down,12418,1992-06-09,0.00491,0.353,248293,0.576,0.0,0,0.114,-10.357,1,0.0346,117.15,4,0.341,13
1416,The Beatles,"Good Morning, Good Morning",5778435,2007-01-01,0.0913,0.577,195093,0.646,4.18e-05,0,0.17,-5.902,1,0.13,169.769,4,0.575,62
